,record,type,0_qrs_interval,0_pre-RR,0_post-RR,0_qt_interval,0_st_interval
11155,114,N,3,445,409.0,19,8
11156,114,N,4,409,391.0,18,8
11157,114,N,4,391,390.0,18,8
11158,114,N,3,390,378.0,18,8
11159,114,N,5,378,289.0,17,7
11160,114,VEB,37,289,519.0,73,30
11161,114,N,4,519,387.0,17,7
11162,114,N,4,387,392.0,18,8
11163,114,N,4,392,377.0,17,7
11164,114,N,5,377,377.0,17,7
11165,114,N,4,377,400.0,17,7
11166,114,N,4,400,412.0,18,8
11167,114,N,5,412,383.0,18,7
11168,114,N,4,383,381.0,17,7
11169,114,N,4,381,394.0,17,7
11170,114,N,5,394,395.0,15,6
11171,114,N,4,395,413.0,18,7
11172,114,N,4,413,406.0,18,8
11173,114,N,4,406,397.0,17,7
11174,114,N,4,397,221.0,17,7
11175,114,VEB,88,221,561.0,151,28
11176,114,N,4,561,427.0,17,7
11177,114,N,4,427,423.0,18,8
11178,114,N,4,423,388.0,17,7
11179,114,N,4,388,221.0,17,7
11180,114,VEB,35,221,545.0,67,28
11181,114,N,3,545,417.0,17,8
11182,114,N,4,417,407.0,17,7
11183,114,N,4,407,374.0,18,8
11184,114,N,5,374,395.0,19,8
11185,114,N,3,395,374.0,18,8
11186,114,N,4,374,388.0,18,8
11187,114,N,4,388,395.0,19,8
11188,114,N,4,395,405.0,17,7
11189,114,N,4,405,378.0,19,8
11190,114,N,5,378,293.0,16,6
11191,114,VEB,39,293,441.0,75,31
11192,114,N,4,441,401.0,14,6
11193,114,N,4,401,397.0,19,8
11194,114,N,4,397,389.0,18,8
11195,114,N,4,389,232.0,20,8
11196,114,VEB,100,232,518.0,176,28
11197,114,N,4,518,184.0,18,8
11198,114,VEB,30,184,569.0,60,24
11199,114,N,4,569,396.0,17,7
11200,114,N,3,396,377.0,18,8
11201,114,N,4,377,367.0,19,8
11202,114,N,5,367,364.0,18,7
11203,114,N,5,364,365.0,17,7
11204,114,N,4,365,397.0,19,8
11205,114,N,5,397,390.0,18,7
11206,114,N,5,390,388.0,19,8
11207,114,N,5,388,378.0,18,7
11208,114,N,5,378,363.0,18,7
11209,114,N,5,363,406.0,16,7
11210,114,N,4,406,405.0,19,9
11211,114,N,5,405,389.0,18,7
11212,114,N,4,389,394.0,19,8
11213,114,N,5,394,378.0,18,8
11214,114,N,4,378,367.0,18,8
11215,114,N,4,367,415.0,19,8
11216,114,N,5,415,236.0,19,8
11217,114,VEB,102,236,547.0,166,30
11218,114,N,4,547,387.0,18,8
11219,114,N,5,387,364.0,17,7
11220,114,N,23,364,390.0,36,6
11221,114,N,4,390,406.0,19,8
11222,114,N,5,406,362.0,18,7
11223,114,N,6,362,417.0,17,7
11224,114,N,4,417,386.0,18,8
11225,114,N,5,386,370.0,17,7
11226,114,N,5,370,417.0,18,7
11227,114,N,5,417,411.0,18,7
11228,114,N,4,411,388.0,18,8
11229,114,N,5,388,400.0,18,7
11230,114,N,4,400,379.0,17,7
11231,114,N,22,379,396.0,35,6
11232,114,N,4,396,413.0,19,8
11233,114,N,4,413,379.0,18,8
11234,114,F,34,379,401.0,64,21
11235,114,N,3,401,391.0,18,8
11236,114,N,5,391,371.0,17,7
11237,114,N,3,371,409.0,20,9
11238,114,N,4,409,399.0,18,8
11239,114,N,4,399,386.0,19,8
11240,114,N,5,386,377.0,18,7
11241,114,N,4,377,208.0,17,7
11242,114,VEB,72,208,548.0,136,29
11243,114,N,4,548,414.0,16,7
11244,114,N,3,414,396.0,20,9
11245,114,N,17,396,385.0,29,6
11246,114,N,4,385,170.0,16,7
11247,114,VEB,8,170,164.0,39,27
11248,114,N,9,396,402.0,14,3
11249,114,N,21,402,387.0,28,6
11250,114,N,5,387,377.0,25,8
11251,114,N,4,377,183.0,17,7
11252,114,N,4,175,362.0,16,7
11253,114,N,4,362,360.0,16,7
11254,114,N,4,360,365.0,18,7
11255,114,N,5,365,377.0,17,7
11256,114,N,4,377,362.0,18,8
11257,114,N,5,362,359.0,18,8
11258,114,N,4,359,351.0,17,7
11259,114,N,5,351,347.0,16,7
11260,114,N,5,347,368.0,18,7
11261,114,N,4,368,352.0,16,7
11262,114,N,4,352,365.0,16,7
11263,114,N,3,365,348.0,13,4
11264,114,N,26,348,343.0,37,6
11265,114,N,18,343,347.0,29,7
11266,114,N,27,347,370.0,41,7
11267,114,N,4,370,371.0,17,8
11268,114,N,5,371,353.0,16,7
11269,114,N,5,353,351.0,18,7
11270,114,N,6,351,335.0,18,7
11271,114,N,4,335,350.0,17,7
11272,114,N,5,350,359.0,17,7
11273,114,N,5,359,359.0,17,7
11274,114,N,26,359,353.0,38,6
11275,114,N,25,353,355.0,38,7
11276,114,N,5,355,337.0,10,3
11277,114,N,24,337,334.0,38,6
11278,114,N,5,334,344.0,18,7
11279,114,N,4,344,362.0,20,9
11280,114,N,4,362,345.0,16,7
11281,114,N,5,345,331.0,17,7
11282,114,N,5,331,336.0,19,8
11283,114,N,4,336,323.0,18,8
11284,114,N,5,323,342.0,17,7
11285,114,N,4,342,348.0,18,8
11286,114,N,4,348,338.0,17,7
11287,114,N,5,338,330.0,19,8
11288,114,N,23,330,337.0,37,7
11289,114,N,26,337,326.0,39,7
11290,114,N,37,326,314.0,56,7
11291,114,N,42,314,360.0,60,7
11292,114,N,5,360,346.0,19,8
11293,114,N,5,346,334.0,17,7
11294,114,N,4,334,341.0,17,8
11295,114,N,5,341,329.0,18,8
11296,114,N,6,329,319.0,19,8
11297,114,N,16,319,347.0,31,6
11298,114,N,5,347,357.0,19,8
11299,114,N,5,357,341.0,18,8
11300,114,N,29,341,326.0,42,7
11301,114,N,19,326,332.0,28,6
11302,114,N,20,332,331.0,32,7
11303,114,N,23,331,313.0,35,6
11304,114,N,19,313,362.0,30,7
11305,114,N,23,362,339.0,38,8
11306,114,N,25,339,324.0,40,7
11307,114,N,22,324,330.0,33,7
11308,114,N,21,330,294.0,31,7
11309,114,N,18,294,334.0,31,7
11310,114,N,15,334,327.0,25,6
11311,114,N,5,327,350.0,18,7
11312,114,N,23,350,339.0,38,7
11313,114,N,22,339,317.0,34,6
11314,114,N,2,317,323.0,11,5
11315,114,N,26,323,328.0,37,5
11316,114,N,26,328,313.0,41,7
11317,114,N,25,313,337.0,36,6
11318,114,N,5,337,352.0,18,7
11319,114,N,29,352,327.0,42,7
11320,114,N,19,327,330.0,35,6
11321,114,N,5,330,325.0,17,7
11322,114,N,24,325,329.0,39,7
11323,114,N,36,329,338.0,52,6
11324,114,N,21,338,345.0,35,7
11325,114,N,30,345,354.0,44,7
11326,114,N,28,354,333.0,39,7
11327,114,N,20,333,328.0,28,7
11328,114,N,30,328,332.0,42,7
11329,114,N,24,332,336.0,40,7
11330,114,N,39,336,347.0,60,7
11331,114,N,29,347,359.0,42,7
11332,114,N,33,359,340.0,47,7
11333,114,N,34,340,344.0,61,7
11334,114,N,29,344,331.0,38,7
11335,114,N,30,331,332.0,41,6
11336,114,N,28,332,370.0,38,8
11337,114,N,24,370,367.0,37,7
11338,114,N,23,367,369.0,41,7
11339,114,N,22,369,351.0,36,7
11340,114,N,29,351,354.0,41,6
11341,114,N,22,354,334.0,32,6
11342,114,N,32,334,389.0,45,7
11343,114,N,29,389,366.0,43,8
11344,114,N,31,366,364.0,45,7
11345,114,N,25,364,164.0,38,8
11346,114,N,16,196,341.0,22,4
11347,114,N,13,341,338.0,26,8
11348,114,N,16,338,372.0,28,7
11349,114,N,18,372,184.0,31,7
11350,114,N,4,180,348.0,15,7
11351,114,N,21,348,354.0,29,6
11352,114,N,27,354,337.0,40,7
11353,114,N,20,337,328.0,33,7
11354,114,N,2,328,376.0,12,5
11355,114,N,30,376,362.0,49,7
11356,114,N,4,362,358.0,17,8
11357,114,N,18,358,355.0,28,7
11358,114,N,30,355,349.0,43,7
11359,114,N,42,349,341.0,59,7
11360,114,N,31,341,369.0,43,3
11361,114,N,28,369,386.0,43,8
11362,114,N,36,386,365.0,48,8
11363,114,N,22,365,374.0,32,7
11364,114,N,18,374,356.0,26,7
11365,114,N,26,356,347.0,42,7
11366,114,N,26,347,389.0,51,7
11367,114,N,46,389,388.0,65,9
11368,114,N,20,388,359.0,33,7
11369,114,N,36,359,383.0,54,8
11370,114,N,23,383,359.0,39,7
11371,114,N,30,359,350.0,40,7
11372,114,N,5,350,382.0,16,7
11373,114,N,5,382,383.0,18,8
11374,114,N,27,383,358.0,43,7
11375,114,N,5,358,370.0,18,8
11376,114,N,5,370,352.0,16,7
11377,114,N,5,352,344.0,17,7
11378,114,N,5,344,375.0,17,7
11379,114,N,5,375,376.0,17,8
11380,114,N,6,376,184.0,17,7
11381,114,SVEB,41,75,179.0,64,7
11382,114,SVEB,6,179,182.0,34,22
11383,114,SVEB,5,182,171.0,20,9
11384,114,SVEB,6,171,284.0,20,9
11385,114,SVEB,58,284,153.0,76,7
11386,114,VEB,8,153,342.0,37,26
11387,114,SVEB,6,342,365.0,17,7
11388,114,N,5,95,378.0,18,8
11389,114,N,37,378,361.0,57,7
11390,114,N,6,361,363.0,17,7
11391,114,N,5,363,341.0,17,7
11392,114,N,5,341,369.0,16,7
11393,114,N,5,369,380.0,18,8
11394,114,N,5,380,369.0,18,7
11395,114,N,17,369,364.0,26,7
11396,114,N,6,364,364.0,17,7
11397,114,N,6,364,344.0,17,7
11398,114,N,5,344,391.0,17,7
11399,114,N,5,391,381.0,18,7
11400,114,N,5,381,368.0,18,8
11401,114,N,5,368,359.0,19,8
11402,114,N,5,359,364.0,18,8
11403,114,N,6,364,349.0,17,7
11404,114,N,5,349,377.0,18,8
11405,114,N,5,377,383.0,18,8
11406,114,N,4,383,371.0,17,8
11407,114,N,5,371,360.0,17,7
11408,114,N,5,360,369.0,16,7
11409,114,N,4,369,361.0,18,8
11410,114,N,21,361,386.0,30,7
11411,114,N,20,386,389.0,35,8
11412,114,N,31,389,379.0,45,7
11413,114,N,20,379,367.0,32,7
11414,114,N,5,367,270.0,16,7
11415,114,VEB,31,270,490.0,63,28
11416,114,N,4,490,391.0,16,7
11417,114,N,5,391,386.0,19,8
11418,114,N,5,386,374.0,18,8
11419,114,N,26,374,348.0,42,7
11420,114,F,32,348,373.0,62,21
11421,114,N,22,373,390.0,37,7
11422,114,N,5,390,382.0,19,8
11423,114,N,5,382,368.0,16,7
11424,114,N,23,368,378.0,38,7
11425,114,N,28,378,361.0,40,6
11426,114,N,23,361,367.0,39,7
11427,114,N,29,367,313.0,40,8
11428,114,VEB,36,313,475.0,73,31
11429,114,N,27,475,384.0,40,7
11430,114,N,28,384,381.0,41,6
11431,114,N,38,381,369.0,56,6
11432,114,N,30,369,384.0,41,6
11433,114,N,22,384,399.0,34,7
11434,114,N,27,399,229.0,42,6
11435,114,VEB,95,229,536.0,158,30
11436,114,N,31,536,374.0,40,4
11437,114,N,20,374,357.0,29,4
11438,114,N,28,357,391.0,34,3
11439,114,N,21,391,384.0,28,4
11440,114,N,28,384,378.0,37,4
11441,114,N,26,378,367.0,36,3
11442,114,N,2,367,361.0,8,4
11443,114,N,2,361,331.0,9,5
11444,114,N,24,331,378.0,35,5
11445,114,N,21,378,371.0,31,7
11446,114,N,19,371,359.0,27,4
11447,114,N,24,359,351.0,36,3
11448,114,N,20,351,340.0,31,4
11449,114,N,20,340,324.0,32,6
11450,114,N,20,324,365.0,27,3
11451,114,N,26,365,367.0,37,5
11452,114,N,18,367,335.0,26,4
11453,114,N,2,335,339.0,9,4
11454,114,N,20,339,340.0,33,4
11455,114,N,24,340,330.0,33,6
11456,114,N,27,330,332.0,34,4
11457,114,N,30,332,364.0,46,6
11458,114,N,29,364,354.0,41,6
11459,114,N,27,354,346.0,42,7
11460,114,N,23,346,336.0,40,6
11461,114,N,39,336,339.0,55,6
11462,114,N,4,339,325.0,10,4
11463,114,N,30,325,370.0,41,4
11464,114,N,36,370,360.0,47,4
11465,114,N,29,360,337.0,34,3
11466,114,N,23,337,348.0,33,4
11467,114,N,19,348,348.0,28,4
11468,114,N,27,348,332.0,38,4
11469,114,N,27,332,368.0,41,5
11470,114,N,31,368,379.0,43,6
11471,114,N,31,379,357.0,42,5
11472,114,N,29,357,355.0,40,4
11473,114,N,23,355,354.0,33,4
11474,114,N,23,354,338.0,36,7
11475,114,N,32,338,364.0,41,7
11476,114,N,33,364,380.0,45,6
11477,114,N,3,380,348.0,12,4
11478,114,N,34,348,357.0,48,4
11479,114,N,26,357,346.0,40,6
11480,114,N,26,346,338.0,39,6
11481,114,N,3,338,363.0,10,4
11482,114,N,34,363,376.0,45,7
11483,114,N,2,376,351.0,10,5
11484,114,N,25,351,344.0,36,4
11485,114,N,23,344,340.0,30,5
11486,114,N,22,340,335.0,29,5
11487,114,N,19,335,354.0,28,5
11488,114,N,3,354,364.0,8,4
11489,114,N,27,364,355.0,35,5
11490,114,N,35,355,350.0,41,4
11491,114,N,29,350,340.0,37,5
11492,114,N,25,340,345.0,41,6
11493,114,N,20,345,357.0,27,4
11494,114,N,25,357,359.0,36,6
11495,114,N,2,359,378.0,11,5
11496,114,N,30,378,349.0,44,5
11497,114,N,28,349,343.0,41,6
11498,114,N,19,343,352.0,26,4
11499,114,N,41,352,356.0,57,6
11500,114,N,27,356,367.0,38,8
11501,114,N,38,367,368.0,58,7
11502,114,N,30,368,359.0,43,5
11503,114,N,28,359,346.0,44,7
11504,114,N,29,346,344.0,41,5
11505,114,N,25,344,281.0,39,5
11506,114,VEB,30,281,459.0,70,32
11507,114,N,4,459,380.0,13,5
11508,114,N,24,380,369.0,40,7
11509,114,N,3,369,354.0,11,4
11510,114,N,2,354,359.0,12,5
11511,114,N,23,359,355.0,30,4
11512,114,N,34,355,393.0,43,8
11513,114,N,25,393,368.0,31,4
11514,114,N,30,368,367.0,40,4
11515,114,N,40,367,352.0,56,3
11516,114,N,26,352,352.0,34,3
11517,114,N,26,352,372.0,33,2
11518,114,N,26,372,390.0,36,4
11519,114,N,32,390,294.0,44,4
11520,114,VEB,28,294,452.0,63,29
11521,114,N,28,452,357.0,39,4
11522,114,N,2,357,352.0,9,5
11523,114,N,28,352,379.0,36,4
11524,114,N,33,379,389.0,42,4
11525,114,N,39,389,361.0,57,4
11526,114,N,22,361,379.0,29,4
11527,114,N,29,379,353.0,40,4
11528,114,N,21,353,348.0,31,4
11529,114,N,24,348,238.0,35,4
11530,114,VEB,32,238,523.0,71,32
11531,114,N,27,523,361.0,38,4
11532,114,N,29,361,369.0,39,4
11533,114,N,23,369,352.0,28,4
11534,114,N,26,352,340.0,35,3
11535,114,N,2,340,380.0,8,5
11536,114,N,21,380,379.0,28,3
11537,114,N,40,379,354.0,56,4
11538,114,N,3,354,367.0,11,5
11539,114,N,24,367,347.0,37,6
11540,114,N,23,347,330.0,36,6
11541,114,N,18,330,362.0,29,7
11542,114,N,2,362,372.0,11,5
11543,114,N,22,372,346.0,29,5
11544,114,N,25,346,361.0,38,7
11545,114,N,30,361,353.0,45,7
11546,114,N,20,353,325.0,28,6
11547,114,N,26,325,372.0,40,6
11548,114,N,4,372,378.0,11,5
11549,114,N,23,378,349.0,36,7
11550,114,N,34,349,358.0,50,6
11551,114,N,31,358,350.0,41,6
11552,114,N,2,350,339.0,11,5
11553,114,N,21,339,366.0,30,6
11554,114,N,23,366,381.0,36,4
11555,114,N,29,381,366.0,42,4
11556,114,N,22,366,359.0,33,4
11557,114,N,22,359,353.0,35,6
11558,114,N,23,353,335.0,37,6
11559,114,N,2,335,378.0,12,5
11560,114,N,3,378,370.0,11,5
11561,114,N,20,370,362.0,26,4
11562,114,N,20,362,356.0,34,5
11563,114,N,19,356,355.0,32,6
11564,114,N,22,355,341.0,35,7
11565,114,N,25,341,358.0,35,6
11566,114,N,26,358,369.0,39,7
11567,114,N,24,369,357.0,35,4
11568,114,N,22,357,342.0,34,4
11569,114,N,26,342,344.0,37,4
11570,114,N,3,344,331.0,10,4
11571,114,N,31,331,354.0,46,4
11572,114,N,3,354,370.0,10,4
11573,114,N,33,370,357.0,42,4
11574,114,N,2,357,341.0,9,4
11575,114,N,29,341,339.0,41,6
11576,114,N,38,339,341.0,53,6
11577,114,N,25,341,337.0,43,6
11578,114,N,31,337,362.0,41,6
11579,114,N,28,362,358.0,34,5
11580,114,N,32,358,348.0,41,5
11581,114,N,42,348,338.0,57,4
11582,114,N,23,338,330.0,34,5
11583,114,N,24,330,350.0,38,7
11584,114,N,25,350,354.0,32,4
11585,114,N,29,354,360.0,40,4
11586,114,N,35,360,337.0,44,5
11587,114,N,23,337,344.0,31,6
11588,114,N,24,344,339.0,35,4
11589,114,N,26,339,331.0,38,4
11590,114,N,34,331,370.0,48,5
11591,114,N,30,370,352.0,42,5
11592,114,N,22,352,339.0,39,5
11593,114,N,34,339,354.0,50,5
11594,114,N,23,354,331.0,31,6
11595,114,N,23,331,329.0,34,5
11596,114,N,35,329,380.0,50,5
11597,114,N,32,380,367.0,41,6
11598,114,N,20,367,354.0,29,6
11599,114,N,40,354,353.0,58,6
11600,114,N,32,353,349.0,39,4
11601,114,N,34,349,335.0,56,5
11602,114,N,30,335,381.0,44,4
11603,114,N,28,381,373.0,40,5
11604,114,N,2,373,353.0,9,4
11605,114,N,17,353,343.0,27,7
11606,114,N,30,343,342.0,40,6
11607,114,N,29,342,331.0,38,5
11608,114,N,18,331,347.0,27,2
11609,114,N,31,347,371.0,46,5
11610,114,N,27,371,352.0,44,5
11611,114,N,2,352,343.0,8,5
11612,114,N,3,343,348.0,9,5
11613,114,N,25,348,342.0,41,6
11614,114,N,21,342,336.0,33,5
11615,114,N,23,336,376.0,32,4
11616,114,N,39,376,354.0,58,5
11617,114,N,32,354,345.0,42,5
11618,114,N,43,345,343.0,58,4
11619,114,N,2,343,339.0,9,5
11620,114,N,22,339,332.0,36,6
11621,114,N,23,332,381.0,36,5
11622,114,N,2,381,359.0,13,5
11623,114,N,40,359,344.0,56,5
11624,114,N,29,344,347.0,35,4
11625,114,N,30,347,347.0,40,4
11626,114,N,27,347,332.0,40,6
11627,114,N,20,332,369.0,27,4
11628,114,N,27,369,368.0,40,8
11629,114,N,25,368,329.0,35,6
11630,114,N,29,329,344.0,36,6
11631,114,N,23,344,334.0,32,3
11632,114,N,29,334,319.0,39,4
11633,114,N,35,319,347.0,50,4
11634,114,N,3,347,360.0,11,4
11635,114,N,3,360,348.0,10,4
11636,114,N,28,348,329.0,39,3
11637,114,N,28,329,335.0,41,6
11638,114,N,23,335,344.0,31,4
11639,114,N,38,344,339.0,53,3
11640,114,N,31,339,373.0,40,3
11641,114,N,25,373,362.0,37,4
11642,114,N,35,362,337.0,58,3
11643,114,N,3,337,342.0,9,3
11644,114,N,2,342,342.0,10,4
11645,114,N,29,342,343.0,41,6
11646,114,N,35,343,356.0,45,4
11647,114,N,3,356,369.0,9,4
11648,114,N,4,369,340.0,10,4
11649,114,N,3,340,344.0,10,4
11650,114,N,3,344,342.0,11,4
11651,114,N,22,342,324.0,38,6
11652,114,N,28,324,363.0,42,7
11653,114,N,32,363,375.0,57,4
11654,114,N,35,375,350.0,42,4
11655,114,N,21,350,347.0,33,6
11656,114,N,26,347,341.0,36,4
11657,114,N,30,341,341.0,40,4
11658,114,N,29,341,371.0,44,7
11659,114,N,30,371,358.0,43,6
11660,114,N,44,358,356.0,61,6
11661,114,N,35,356,341.0,52,7
11662,114,N,28,341,341.0,42,6
11663,114,N,20,341,322.0,28,5
11664,114,N,30,322,357.0,49,6
11665,114,N,25,357,360.0,40,7
11666,114,N,40,360,352.0,58,7
11667,114,N,26,352,346.0,40,6
11668,114,N,19,346,326.0,26,5
11669,114,N,38,326,186.0,54,5
11670,114,VEB,67,186,484.0,162,91
11671,114,N,22,484,287.0,38,7
11672,114,SVEB,45,287,398.0,55,6
11673,114,N,22,398,337.0,41,7
11674,114,N,28,337,193.0,43,7
11675,114,VEB,66,193,459.0,140,29
11676,114,N,23,459,313.0,37,5
11677,114,N,23,313,359.0,33,7
11678,114,N,5,359,339.0,19,8
11679,114,N,43,339,326.0,61,7
11680,114,N,38,326,338.0,56,7
11681,114,N,19,338,316.0,34,7
11682,114,N,27,316,318.0,39,6
11683,114,N,30,318,331.0,42,6
11684,114,N,21,331,359.0,32,7
11685,114,N,26,359,344.0,39,8
11686,114,N,41,344,327.0,58,7
11687,114,N,25,327,335.0,35,6
11688,114,N,33,335,325.0,41,6
11689,114,N,30,325,319.0,43,6
11690,114,N,22,319,352.0,32,7
11691,114,N,33,352,351.0,45,6
11692,114,N,29,351,332.0,41,6
11693,114,N,23,332,345.0,33,6
11694,114,N,44,345,334.0,61,6
11695,114,N,30,334,321.0,44,7
11696,114,N,34,321,349.0,48,5
11697,114,N,30,349,371.0,40,6
11698,114,N,25,371,357.0,37,7
11699,114,N,33,357,338.0,46,6
11700,114,N,31,338,349.0,40,6
11701,114,N,27,349,334.0,41,6
11702,114,N,24,334,340.0,38,6
11703,114,N,45,340,360.0,63,7
11704,114,N,30,360,355.0,44,7
11705,114,N,38,355,336.0,58,6
11706,114,N,33,336,343.0,45,6
11707,114,N,23,343,338.0,34,6
11708,114,N,30,338,322.0,42,7
11709,114,N,34,322,361.0,44,7
11710,114,N,33,361,371.0,46,7
11711,114,N,25,371,336.0,41,6
11712,114,N,32,336,345.0,41,7
11713,114,N,29,345,345.0,42,6
11714,114,N,29,345,321.0,42,6
11715,114,N,43,321,361.0,61,7
11716,114,N,33,361,357.0,42,7
11717,114,N,26,357,343.0,36,7
11718,114,N,37,343,333.0,54,6
11719,114,N,25,333,337.0,36,7
11720,114,N,27,337,321.0,41,7
11721,114,N,20,321,327.0,32,6
11722,114,N,27,327,348.0,40,7
11723,114,N,25,348,348.0,38,7
11724,114,N,28,348,323.0,46,7
11725,114,N,26,323,328.0,39,6
11726,114,N,28,328,329.0,36,6
11727,114,N,29,329,309.0,38,7
11728,114,N,31,309,349.0,40,6
11729,114,N,24,349,337.0,38,7
11730,114,N,30,337,333.0,44,7
11731,114,N,18,333,327.0,29,6
11732,114,N,27,327,327.0,36,6
11733,114,N,44,327,328.0,60,6
11734,114,N,23,328,335.0,35,5
11735,114,N,33,335,353.0,44,6
11736,114,N,29,353,355.0,43,6
11737,114,N,34,355,339.0,44,6
11738,114,N,23,339,336.0,31,6
11739,114,N,26,336,338.0,40,6
11740,114,N,24,338,327.0,40,5
11741,114,N,29,327,350.0,41,6
11742,114,N,22,350,346.0,35,6
11743,114,N,24,346,353.0,43,7
11744,114,N,32,353,332.0,47,7
11745,114,N,19,332,323.0,32,6
11746,114,N,31,323,330.0,43,7
11747,114,N,25,330,346.0,39,7
11748,114,N,22,346,349.0,32,7
11749,114,N,25,349,346.0,36,7
11750,114,N,24,346,337.0,36,6
11751,114,N,30,337,328.0,56,6
11752,114,N,40,328,333.0,56,6
11753,114,N,30,333,347.0,42,6
11754,114,N,32,347,348.0,42,7
11755,114,N,31,348,348.0,44,6
11756,114,N,23,348,342.0,39,6
11757,114,N,21,342,329.0,33,6
11758,114,N,26,329,331.0,35,6
11759,114,N,35,331,336.0,56,7
11760,114,N,31,336,352.0,48,7
11761,114,N,26,352,350.0,38,7
11762,114,N,29,350,326.0,40,6
11763,114,N,32,326,350.0,45,7
11764,114,N,32,350,330.0,45,6
11765,114,N,19,330,315.0,30,6
11766,114,N,25,315,369.0,33,6
11767,114,N,31,369,352.0,46,7
11768,114,N,26,352,349.0,39,6
11769,114,N,25,349,340.0,38,6
11770,114,N,24,340,338.0,35,7
11771,114,N,29,338,325.0,38,6
11772,114,N,28,325,344.0,34,5
11773,114,N,22,344,373.0,32,8
11774,114,N,34,373,346.0,46,7
11775,114,N,30,346,335.0,41,6
11776,114,N,39,335,341.0,55,6
11777,114,N,42,341,332.0,58,6
11778,114,N,28,332,324.0,40,6
11779,114,N,23,324,371.0,34,6
11780,114,N,26,371,345.0,34,6
11781,114,N,38,345,327.0,58,6
11782,114,N,30,327,330.0,42,6
11783,114,N,28,330,340.0,42,6
11784,114,N,23,340,315.0,41,7
11785,114,N,39,315,353.0,55,7
11786,114,N,33,353,367.0,48,7
11787,114,N,23,367,337.0,35,7
11788,114,N,33,337,338.0,46,7
11789,114,N,20,338,338.0,33,7
11790,114,N,27,338,337.0,35,6
11791,114,N,29,337,348.0,39,6
11792,114,N,31,348,378.0,47,8
11793,114,N,38,378,354.0,47,7
11794,114,N,21,354,332.0,36,6
11795,114,N,26,332,338.0,39,6
11796,114,N,31,338,336.0,42,7
11797,114,N,39,336,324.0,56,7
11798,114,N,23,324,351.0,33,7
11799,114,N,6,351,355.0,19,8
11800,114,N,25,355,324.0,42,7
11801,114,N,44,324,333.0,62,7
11802,114,N,31,333,325.0,41,6
11803,114,N,24,325,316.0,37,7
11804,114,N,28,316,346.0,39,6
11805,114,N,23,346,356.0,35,7
11806,114,N,30,356,342.0,44,7
11807,114,N,23,342,321.0,30,6
11808,114,N,39,321,324.0,57,6
11809,114,N,40,324,331.0,56,6
11810,114,N,21,331,323.0,31,7
11811,114,N,33,323,336.0,44,6
11812,114,N,6,336,350.0,18,7
11813,114,N,26,350,325.0,44,7
11814,114,N,19,325,329.0,29,6
11815,114,N,26,329,326.0,41,6
11816,114,N,21,326,326.0,32,6
11817,114,N,43,326,345.0,58,7
11818,114,N,42,345,356.0,60,7
11819,114,N,34,356,352.0,48,7
11820,114,N,28,352,332.0,41,6
11821,114,N,20,332,332.0,28,6
11822,114,N,30,332,329.0,40,6
11823,114,N,20,329,333.0,30,5
11824,114,N,22,333,345.0,29,6
11825,114,N,26,345,349.0,37,6
11826,114,N,6,349,326.0,18,7
11827,114,N,40,326,322.0,56,6
11828,114,N,21,322,324.0,30,6
11829,114,N,23,324,323.0,36,7
11830,114,N,35,323,350.0,48,7
11831,114,N,43,350,341.0,62,7
11832,114,N,22,341,340.0,40,6
11833,114,N,20,340,332.0,32,6
11834,114,N,26,332,326.0,38,6
11835,114,N,25,326,320.0,38,6
11836,114,N,21,320,343.0,31,5
11837,114,N,25,343,343.0,38,6
11838,114,N,27,343,339.0,41,6
11839,114,N,42,339,329.0,60,7
11840,114,N,21,329,319.0,29,6
11841,114,N,40,319,321.0,57,7
11842,114,N,27,321,316.0,36,6
11843,114,N,28,316,352.0,41,6
11844,114,N,29,352,347.0,41,7
11845,114,N,23,347,341.0,37,6
11846,114,N,30,341,342.0,41,6
11847,114,N,28,342,330.0,40,6
11848,114,N,21,330,319.0,30,6
11849,114,N,21,319,360.0,28,5
11850,114,N,30,360,363.0,43,7
11851,114,N,32,363,338.0,44,6
11852,114,N,29,338,346.0,39,6
11853,114,N,26,346,327.0,37,6
11854,114,N,22,327,323.0,29,5
11855,114,N,23,323,325.0,33,6
11856,114,N,30,325,365.0,43,6
11857,114,N,40,365,339.0,62,6
11858,114,N,31,339,329.0,41,7
11859,114,N,37,329,339.0,60,7
11860,114,N,38,339,326.0,59,5
11861,114,N,33,326,313.0,53,6
11862,114,N,43,313,353.0,59,7
11863,114,N,30,353,357.0,50,7
11864,114,N,2,357,330.0,10,4
11865,114,N,29,330,334.0,38,6
11866,114,N,2,334,332.0,12,5
11867,114,N,28,332,318.0,39,5
11868,114,N,29,318,335.0,39,6
11869,114,N,3,335,345.0,13,4
11870,114,N,31,345,349.0,44,6
11871,114,N,3,349,321.0,9,5
11872,114,N,2,321,340.0,11,5
11873,114,N,41,340,322.0,57,6
11874,114,N,41,322,311.0,58,7
11875,114,N,3,311,347.0,12,4
11876,114,N,3,347,349.0,11,4
11877,114,N,25,349,337.0,41,7
11878,114,N,3,337,331.0,8,4
11879,114,N,4,331,336.0,10,4
11880,114,N,40,336,326.0,58,6
11881,114,N,2,326,336.0,7,3
11882,114,N,3,336,360.0,12,5
11883,114,N,2,360,361.0,12,5
11884,114,N,4,361,334.0,11,4
11885,114,N,3,334,340.0,11,4
